emis_num,level,region,council,chfdom,school_name_and_town,phone,owner
340501206,Primary,South,pujehun district council,5,NEW LIFE PUJEHUN DISTRICT PRIMARY MAALEY,078962136,government
340501208,Primary,South,pujehun district council,5,ROMAN CATHOLIC PRIMARY SCHOOL NYANDEHUN,030830991,community
340501209,Primary,South,pujehun district council,5,ST. PATRICK ROMAN CATHOLIC PRIMARY SCHOOL SENGEMA,030389387,mission
340501210,Primary,South,pujehun district council,5,SIERRA LEONE UNITED ISLAMIC MUSLIM MISSION PRIMARY SCHOOL SINJOH,078824451,mission
340501211,Primary,South,pujehun district council,5,NATIONAL ISLAMIC PRIMARY TANINAHUN,099818279,mission
340501212,Primary,South,pujehun district council,5,ST. THERESA ROMAN CATHOLIC PRIMARY SCHOOL TANINAHUN 7692403,None,mission
340501213,Primary,South,pujehun district council,5,ST. JOSEPH ROMAN CATHOLIC PRIMARY SCHOOL GANDOHUN,078267734,mission
340501214,Primary,South,pujehun district council,5,COMMUNITY PRIMARY SCHOOL,088648609,community
340502202,Primary,South,pujehun district council,5,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL BANALLEH,078237727,government
340502203,Primary,South,pujehun district council,5,SIERRA LEONE MUSLIM BROTHERHOOD BASSALEH,078893707,mission
340502204,Primary,South,pujehun district council,5,PUJEHUN DISTRICT COUNCIL PRIMARY DAMAWO,78775023,community
340502205,Primary,South,pujehun district council,5,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL HINAI,76805215,government
340502206,Primary,South,pujehun district council,5,SIERRA LEONE UNITED ISLAMIC MISSION JUMBU,030407148,mission
340502207,Primary,South,pujehun district council,5,NATIONAL ISLAMIC PRIMARY SCHOOL KASSAY,079937342,mission
340502208,Primary,South,pujehun district council,5,SIERRA LEONE MUSLIM BROTHERHOOD KPAMGBA,078644072,government
340502209,Primary,South,pujehun district council,5,ROMAN CATHOLIC PRIMARY SCHOOL KPOMBU,076447949,mission
340502210,Primary,South,pujehun district council,5,ROMAN CATHOLIC PRIMARY SCHOOL NIANYAHUN,079473584,mission
340502211,Primary,South,pujehun district council,5,NATIONAL ISLAMIC MISSION PRIMARY SCHOOL SAHN,030355429,mission
340502212,Primary,South,pujehun district council,5,ROMAN CATHOLIC PRIMARY SCHOOL SAHN MALEN,030802792,mission
340502301,JSS,South,pujehun district council,5,MALEN GOVERNMENT SEC. SCH. SAHN MALEN 079026751/099 66,None,government
340601215,Primary,South,pujehun district council,6,ANSARUL ISLAMIC PRIMARY SCHOOL BENDU,76563597,mission
340601216,Primary,South,pujehun district council,6,ANSARUL ISLAMIC PRIMARY SCHOOL KURANKO,079018723,mission
340601217,Primary,South,pujehun district council,6,SIERRA LEONE UNITED ISLAMIC MISSION,076777968,mission
340602201,Primary,South,pujehun district council,6,ROMAN CATHOLIC PRIMARY BENGANI,76448036,mission
340602202,Primary,South,pujehun district council,6,SIERRA LEONE CHURCH PRIMARY SCHOOL BOPANI,None,mission
340602203,Primary,South,pujehun district council,6,SIERRA LEONE UNITED ISLAMIC PRIMARY GBOMUKOR,079895668,government
340602204,Primary,South,pujehun district council,6,COMMUNITY PRIMARY SCHOOL KAKAMA,076181123,community
340602206,Primary,South,pujehun district council,6,SIERRA LEONE CHURCH PRIMARY SCHOOL MANO GBONJEIMA,76432121,mission
340701201,Primary,South,pujehun district council,7,ISLAMIC CALL SOCIETY PRIMARY BELEBU,078902095,mission
340701202,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY BOMU SAMBA,079268684,government
340701203,Primary,South,pujehun district council,7,NATIONAL ISLAMIC PRIMARY SCHOOL DANDABU,78229781,mission
340701204,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY DANDABU,78148646,mission
340701205,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY DIAMEL,079787253,government
340701206,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL FULAWAHUN,079109792,community
340701207,Primary,South,pujehun district council,7,SIERRA LEONE MUSLIM BROTHERHOOD GONDAMA,078530446,mission
340701208,Primary,South,pujehun district council,7,SIERRA LEONE MUSLIM BROTHERHOOD LUGOIMA,088664494,mission
340701209,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY NGELIHUN SAMBA,076175755,mission
340701210,Primary,South,pujehun district council,7,AHMADIYYA MUSLIM PRIMARY SCHOOL NIAGOREHUN,76754070,mission
340701211,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY SCHOOL - PAHALA PAHALA,030993084,mission
340701212,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY SALEMA,76957690,mission
340701213,Primary,South,pujehun district council,7,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL SEMBEHUN,076400200,mission
340701214,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY SCHOOL SERABU,76988747,mission
340701215,Primary,South,pujehun district council,7,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY TANINAHUN,076268504,mission
340701216,Primary,South,pujehun district council,7,UNITED MUSLIM ASSOCIATION PRIMARY YAWEI,078478926,mission
340701301,JSS,South,pujehun district council,7,NATIONAL ISLAMIC SECONDARY SCHOOL J.S.S. DANDABU,076938928,mission
340701401,SSS,South,pujehun district council,7,SAINT STEPHEN'S TECHNICAL AND VOCATIONAL SENIOR SECONDARY GOBARU,76926463,mission
340702201,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL BANDALAHUN,078182519,government
340702202,Primary,South,pujehun district council,7,BATHAI PRIMARY SCHOOL BATAHOL,076534834,mission
340702203,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY SCHOOL BLAMA PULLA,078376902,government
340702204,Primary,South,pujehun district council,7,SIERRA LEONE MUSLIM BROTHERHOOD GANGAMA,077054448,mission
340702205,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY SCHOOL GBONDAPI,078776611,mission
340702206,Primary,South,pujehun district council,7,SIERRA LEONE YOUTH MISSION MOVEMENT PRIMARY GBONDAPI,76519319,mission
340702207,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL GIBINA,78248004,government
340702208,Primary,South,pujehun district council,7,LIFE OF LIGHT PRIMARY SCHOOL GOBAHUN,078465283,mission
340702209,Primary,South,pujehun district council,7,HILL TOP PRIMARY SCHOOL KANGASA,078918398,community
340702210,Primary,South,pujehun district council,7,SIERRA LEONE YOUTH MUSLIM PRIMARY KONGO,76476649,mission
340702211,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL MANDEIMA,76397403,government
340702212,Primary,South,pujehun district council,7,UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL MOKENGIE,79845254,mission
340702213,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL NAJAY,076216696,government
340702214,Primary,South,pujehun district council,7,LIFE OF LIGHTY PRIMARY SCHOOL NIAGOREHUN NIAGOREHUN,078053608,mission
340702215,Primary,South,pujehun district council,7,UNITED MUSLIM ASSOCIATION PRIMARY PUJEHUN- BANDAKOR,76880917,mission
340702216,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY SORIBEH GRIMA,076549806,mission
340702217,Primary,South,pujehun district council,7,UNITED MUSLIM ASSOCIATION PRIMARY TONGAY,76945401,mission
340702301,JSS,South,pujehun district council,7,SIERRA LEONE MUSLIM YOUTHS MOVEMENT (SYLMM) JUNIOR SECONDARY SCHOOL GBONDAPI,076882908,mission
340703101,Preschool,South,pujehun district council,7,EVERY NATION PRE-PRIMARY PUJEHUN,79502765,mission
340703102,Preschool,South,pujehun district council,7,MARY ANDREW'S PRE-SCHOOL PUJEHUN,078386534,mission
340703103,Preschool,South,pujehun district council,7,PUJEHUN DISTRICT EDUCATION COUNCIL PRE- SCHOOLL PUJEHUN,76957674,government
340703104,Preschool,South,pujehun district council,7,SAM S. ABU MEMORIAL PRE-SCHOOL PUJEHUN,076927016,private
340703201,Primary,South,pujehun district council,7,SIERRA LEONE UNITED MISSION PRIMARY BASSALEH,76390296,mission
340703202,Primary,South,pujehun district council,7,UNITED MUSLIM ASSOCIATION PRIMARY BENGA,099112504,mission
340703203,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL MASSAM WAI,076957676,government
340703204,Primary,South,pujehun district council,7,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY MOPANIE,078288296,mission
340703205,Primary,South,pujehun district council,7,AHMADIYYA MUSLIM PRIMARY PUJEHUN,79660483,mission
340703206,Primary,South,pujehun district council,7,EVERY NATION PRIMARY SCHOOL PUJEHUN,79502765,community
340703207,Primary,South,pujehun district council,7,NATIONAL ISLAMIC PRIMARY SCHOOL - PUJEHUN TOWN PUJEHUN,076807354,mission
340703208,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL HOME ECONOMICS PUJEHUN,076856394,government
340703209,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL - PUJEHUN TOWN PUJEHUN,76957687,government
340703210,Primary,South,pujehun district council,7,QURANIC PRIMARY SCHOOL PUJEHUN,78005189,mission
340703211,Primary,South,pujehun district council,7,ROMAN CATHOLIC PRIMARY FOR BOYS PUJEHUN,076955616,mission
340703213,Primary,South,pujehun district council,7,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY PUJEHUN,76363656,mission
340703214,Primary,South,pujehun district council,7,UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL PUJEHUN,76985842,mission
340703215,Primary,South,pujehun district council,7,ANSARUL ISLAMIC PRIMARY SCHOOL PUJEHUN TOWN,78261361,mission
340703216,Primary,South,pujehun district council,7,HOLY ROSARY PRIMARY SCHOOL PUJEHUN TOWN,76868201,mission
340703217,Primary,South,pujehun district council,7,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL - SAWULA SAWULA,76340927,government
340703218,Primary,South,pujehun district council,7,UNITED MUSLIM ASSOCIATION PRIMARY VAWAHUN,076818149,mission
340703219,Primary,South,pujehun district council,7,BAHAI PRIMARY SCHOOL YIKANDOR,76957680,mission
340703220,Primary,South,pujehun district council,7,ST. PATRICK'S PRIMARY SCHOOL YONNI,076107096,mission
340703221,Primary,South,pujehun district council,7,ISLAMIC CALL SOCIETY7 PRIMARY SCHOOL YONNI TOWN,76891655,mission
340703222,Primary,South,pujehun district council,7,SIERRA LEONE MUSLIM BROTHER-HOOD PRIMARY SCHOOL PUJEHUN TOWN,078479748,mission
340703225,Primary,South,pujehun district council,7,SAM S. ABU MEMORIAL PRIMARY SCHOOL PUJEHUN PUJEHUN,076927016,private
340703226,Primary,South,pujehun district council,7,UNITED BRETHEN IN CHRIST PRIMARY PUJEHUN,076638291,mission
340703301,JSS,South,pujehun district council,7,HOLY ROSARY JUNIOR SECONDARY SCHOOL PUJEHUN TOWN,076922535,mission
340703302,JSS,South,pujehun district council,7,SAINT PAUL SECONDARY SCHOOL JSS PUJEHUN TOWN,076874582,mission
340703401,SSS,South,pujehun district council,7,HOLY ROSARY SENIOR SECONDARY SCHOOL PUJEHUN,76922535,mission
340703402,SSS,South,pujehun district council,7,SAINT PAUL SECONDARY SCHOOL PUJEHUN,076874582,mission
340801101,Preschool,South,pujehun district council,8,FORUM FOR AFRICAN WOMEN EDUCATIONALIST PRE-SCHOOL GOBARU,078571050,other
340801102,Preschool,South,pujehun district council,8,BAYAMA PRE COMMUNITY SCHOOL BAYAMA,078526375,community
340801201,Primary,South,pujehun district council,8,SIERRA LEONE CHURCH PRIMARY BAYAMA,78320455,mission
340801202,Primary,South,pujehun district council,8,PUJEHUN DISTRICT COUNCIL PRIMARY BORBORBU,79004840,mission
340801203,Primary,South,pujehun district council,8,SIERRA LEONE CHURCH PRIMARY GANDORHUN,76957691,mission
340801204,Primary,South,pujehun district council,8,SIERRA LEONE CHURCH PRIMARY GOBARU,076957701,mission
340801205,Primary,South,pujehun district council,8,SIERRA LEONE CHURCH PRIMARY WALIMA,076883421,mission
340801301,JSS,South,pujehun district council,8,ST. STEPHEN'S TECH/VOC. SEC. SEC GOBARU 076926463/076 86,None,mission
340801302,JSS,South,pujehun district council,8,MISCHECK MINAH MEMORIAL JUNIOR SECONDARY SCHOOL KARLU 076811892/088 72,None,government
340901202,Primary,South,pujehun district council,9,ROMAN CATHOLIC PRIMARY SCHOOL BUMBEH,76450606,government
340901204,Primary,South,pujehun district council,9,SIERRA LEONE CHURCH PRIMARY GBONGAY 76502562/3067 65,None,mission
340901205,Primary,South,pujehun district council,9,SIERRA LEONE CHURCH PRIMARY SCHOOL HELEBU,76196225,mission
340901206,Primary,South,pujehun district council,9,NATIONAL ISLAMIC PRIMARY KOIVA,76776613,mission
340901208,Primary,South,pujehun district council,9,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL KOMENDE,78105874,government
340901209,Primary,South,pujehun district council,9,SIERRA LEONE CHURCH PRIMARY LEIN,76551126,mission
340901210,Primary,South,pujehun district council,9,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL MASSA,76265116,government
340901211,Primary,South,pujehun district council,9,AHMADIYYA PRIMARY SCHOOL NJAGBEMA,76430241,government
340901212,Primary,South,pujehun district council,9,ROMAN CATHOLIC PRIMARY PEJEWA,78904465,mission
340901213,Primary,South,pujehun district council,9,SIERRA LEONE UNITED ISLAMIC MISSION PEJEWA,79280089,mission
340901214,Primary,South,pujehun district council,9,SIERRA LEONE CHURCH PRIMARY SCHOOL KOIVA,076866490,mission
340901301,JSS,South,pujehun district council,9,QUEEN ELIZABETH II SECONDARY SCHOOL FUTA 076651300/078 16,None,community
341001201,Primary,South,pujehun district council,10,NATIONAL ISLAMIC PRIMARY FANIMA,76449665,mission
341001202,Primary,South,pujehun district council,10,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL FUTA GOLAWOMA,078263441,government
341001203,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY GIJAMA,76557021,mission
341001204,Primary,South,pujehun district council,10,PUJEHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL GOLAWAHUN,099821186,government
341001206,Primary,South,pujehun district council,10,SIERRA LEONE MUSLIM BRTOHERHOOD PRIMARY JEMBEH,76561152,mission
341001207,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY SCHOOL KENEMA SORO,76875602,mission
341001208,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY SCHOOL LEVUMA,076686960,mission
341001210,Primary,South,pujehun district council,10,NATIONAL ISLAMIC PRIMARY PELEWAHUN,78469260,mission
341001211,Primary,South,pujehun district council,10,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL SENGAMA,76582955,government
341001212,Primary,South,pujehun district council,10,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL SIMBARU,78735215,government
341001213,Primary,South,pujehun district council,10,SIERRA LEONE YOUTH MUSLIM MOVEMENT SINNI,076183187,mission
341001214,Primary,South,pujehun district council,10,SIERRA LEONE UNITEDC ISLAMIC MISSION PRIMARY TINDOR,79426837,mission
341001215,Primary,South,pujehun district council,10,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY VORKOMA,030192707,mission
341001216,Primary,South,pujehun district council,10,ROMAN CATHOLIC PRIMARY WAI,078806489,mission
341001217,Primary,South,pujehun district council,10,COMMUNITY PRIMARY SCHOOL FOLLU,077265154,community
341002201,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY SCHOOL FAIRO,76461691,mission
341002202,Primary,South,pujehun district council,10,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL FAIRO,099532575,government
341002203,Primary,South,pujehun district council,10,SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIAMARY GAIMA 1 AND 2,78431990,mission
341002204,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY GBAAMA,76508742,mission
341002205,Primary,South,pujehun district council,10,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY GIBINA,077839174,mission
341002206,Primary,South,pujehun district council,10,AHMADIYYA PRIMARY SCHOOL GONORHUN,030283794,mission
341002207,Primary,South,pujehun district council,10,NATIONAL ISLAMIC MISSION PRIMARY HEGBEIMA,099016556,mission
341002208,Primary,South,pujehun district council,10,NATIONAL ISLAMIC MISSION PRIMARY SCHOOL MACCA SORO,78554040,mission
341002209,Primary,South,pujehun district council,10,NATIONAL ISLAMIC PRIMARY SCHOOL MALEMA 2,079714668,mission
341002210,Primary,South,pujehun district council,10,SIERRA LEONE MUSLIM BROTHERHOOD NGEIMA,076510594,mission
341002211,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY SCHOOL SURMU,078120474,mission
341002301,JSS,South,pujehun district council,10,AHMADIYYA AGRIC JUNIOR SECONDARY SCHOOL FAIRO,076459157,mission
341003201,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY GOHN,76922408,mission
341003202,Primary,South,pujehun district council,10,SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL GOHN,088545371,mission
341003203,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY SCHOOL JENDEMA,076538700,mission
341003204,Primary,South,pujehun district council,10,ROMAN CATHOLIC PRIMARY SCHOOL JENDEMA,088496750,mission
341003205,Primary,South,pujehun district council,10,SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL JENDEMA,079711381,mission
341003206,Primary,South,pujehun district council,10,SIERRA LEONE CHURCH PRIMARY SCHOOL JURING,077342409,mission
341003207,Primary,South,pujehun district council,10,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL KOIJEH,76270646,government
341003208,Primary,South,pujehun district council,10,AHMADIYYA MUSLIM PRIMARY SCHOOL MAINA,076234179,mission
341003209,Primary,South,pujehun district council,10,ROMAN CATHOLIC PRIMARY MALEMA,079298311,government
341003210,Primary,South,pujehun district council,10,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY MALOME,78692090,mission
341003211,Primary,South,pujehun district council,10,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MANO KPEDEH,078420245,mission
341003212,Primary,South,pujehun district council,10,ROMAN CATHOLIC PRIMARY SULIMA,78624619,mission
341003213,Primary,South,pujehun district council,10,COMMUNITY PRIMARY SCHOOL FABAINA,076336688,community
341003214,Primary,South,pujehun district council,10,COMMUNITY PRIMARY SCHOOL KULAKOR 78153154/8035 56,None,community
341003301,JSS,South,pujehun district council,10,SIERRA LEONE YOUTH MUSLIM MOVEMENT J.S.S. GOHN 078244776/078 60,None,mission
341003302,JSS,South,pujehun district council,10,UNITED METHODIST HIGH SCHOOL JENDEMA,78929408,mission
341003303,JSS,South,pujehun district council,10,EVERY NATION ACADEMY JUNIOR SECONDARY SCHOOL JENDEMA,076432958,mission
341101201,Primary,South,pujehun district council,11,AHMADIYYA MUSLIM PRIMARY BANDAJUMA,078478798,mission
341101202,Primary,South,pujehun district council,11,ROMAN CATHOLIC PRIMARY SCHOOL FAYAMA,76394250,mission
341101203,Primary,South,pujehun district council,11,ROMAN CATHOLIC PRIMARY GANDORHUN,076251154,mission
341101204,Primary,South,pujehun district council,11,ROMAN CATHOLIC PRIMARY GEOMA,076487716,mission
341101205,Primary,South,pujehun district council,11,JONATHAN'S CHILD CARE LOWER GEOMA,099893070,mission
341101206,Primary,South,pujehun district council,11,PUJEHUN DISTRICT COUNCIL PRIMARY LOWER KOMENDE,099748641,government
341101207,Primary,South,pujehun district council,11,ISLAMIC CALL SOCIETY PRIMARY LOWUMA,078045416,community
