emis_num,level,region,council,chfdom,school_name,town_name,phone,owner
420102104,Preschool,West,freetown city council,1,Trimphant International Pre-Primary School,Freetown,76671980,private
420102106,Preschool,West,freetown city council,1,Mother Union Preparaory School,null,077512101,mission
420102201,Primary,West,freetown city council,1,Alumaina Primary School,null,77441175,private
420102203,Primary,West,freetown city council,1,Christ Church Primary School,Freetown,30341675,mission
420102205,Primary,West,freetown city council,1,Wallace Johnson Primary Junior School,Freetown,76683673,government
420102206,Primary,West,freetown city council,1,Tabernacle W.A.M. Infants Primary School,Freetown,76629623,government
420102207,Primary,West,freetown city council,1,Tabernacle W.A.M. Primary School,Circular Road,76854008,government
420102208,Primary,West,freetown city council,1,Amaraia Municipal Infants Primary School,Freetown,76604120,government
420102209,Primary,West,freetown city council,1,Amaraia Municipal Primary School,Freetown,30218027,community
420102211,Primary,West,freetown city council,1,Firestone Community Primary School,Freetown,78532630,community
420102212,Primary,West,freetown city council,1,Truimphant International Primary School,Freetown,076656631,private
420102214,Primary,West,freetown city council,1,Crisannis Preparatory School,Freetown,076435360,private
420102301,JSS,West,freetown city council,1,Baptist Junior Secondary School,null,076832231,mission
420102401,SSS,West,freetown city council,1,Government Rokel S.S.S.,Freetown,76617551,government
420103101,Preschool,West,freetown city council,1,Almais Nursery And Preparatory School,43 Forth Street,78259870,private
420103102,Preschool,West,freetown city council,1,Bern-Lyn Nursery Preparatory School,Freetown,078880087,private
420103103,Preschool,West,freetown city council,1,Bethel Temple Nursery Pre Primary School Bethel Temple Ministries,Tower Hill Free Town,77247439,community
420103104,Preschool,West,freetown city council,1,Forum For Africa Women Educationalist (F.A.W.E.),Freetown,076772283,government
420103105,Preschool,West,freetown city council,1,J.T.Reffell Fr. Fr. Memoria Pre School,Freetown,88275661,private
420103107,Preschool,West,freetown city council,1,Rehoboth International Pre-School,Freetown,88556127,private
420103108,Preschool,West,freetown city council,1,Saint Joseph'S Pre - School,Freetown,33830059,mission
420103109,Preschool,West,freetown city council,1,Sierra Leone Women'S Movement Nursery School,Freetown,076686896,private
420103110,Preschool,West,freetown city council,1,United Christian Church Nursery And Prep. Sch.,Freetown,76706973,private
420103112,Preschool,West,freetown city council,1,Gateway Nursery Preparatory Scholl,Freetown,78156091,private
420103113,Preschool,West,freetown city council,1,East End Day Pre-School,Freetown,099673633,private
420103114,Preschool,West,freetown city council,1,Macalgha Daycare And Prmary School,Freetown,076641077,private
420103116,Preschool,West,freetown city council,1,Tower Hill Kindergaton And Primary School,Freetown,077615085,private
420103117,Preschool,West,freetown city council,1,Khulafa Rashideen Islamic Pre-School,null,076632046,mission
420103201,Primary,West,freetown city council,1,Almais Nursery And Preparatory School,Freetown,078259870,private
420103202,Primary,West,freetown city council,1,Forum For Africa Women Educationalist School For Girls,Freetown,076769380,government
420103204,Primary,West,freetown city council,1,Gate Way Nursery And Preparatory School,Freetown,78156091,private
420103205,Primary,West,freetown city council,1,J.T Reffell Memorial School,Freetown,76919472,private
420103206,Primary,West,freetown city council,1,Khulafai Rashideen Primary School,Freetown,76632046,mission
420103208,Primary,West,freetown city council,1,Rehoboth International Sch.,Freetown,077230355,private
420103209,Primary,West,freetown city council,1,Saint Joseph'S Infants Primary School,Freetown,76722566,mission
420103210,Primary,West,freetown city council,1,Saint Joseph'S Primary School,Freetown,76712882,mission
420103211,Primary,West,freetown city council,1,St. Edward'S Boys Primary A.M.,Freetown,76724130,community
420103212,Primary,West,freetown city council,1,St. Edward'S Primary School,Freetown,76654044,community
420103213,Primary,West,freetown city council,1,Syranclair Pre And Elementry Primary School,Freetown,76686180,private
420103214,Primary,West,freetown city council,1,United Christian Church,Freetown,76706973,private
420103215,Primary,West,freetown city council,1,D.T Akibo-Betts Municipal Infants Primary School,Freetown,79479927,government
420103216,Primary,West,freetown city council,1,D.T. Akibo-Betts Municipal Juniors,Freetown,77907715,government
420103217,Primary,West,freetown city council,1,Tower Hill Infants Primary School,Freetown,76694691,government
420103221,Primary,West,freetown city council,1,Tower Hill Municipal Junior Primary School,Freetown,None,government
420103222,Primary,West,freetown city council,1,Mother'S Union Preparatory School,Freetown,030192373,mission
420103223,Primary,West,freetown city council,1,Khulafai Rashideen Primary School,Susan'S Bay,None,government
420103224,Primary,West,freetown city council,1,Macalgha Daycare And Prmary School,Freetown,076641077,private
420103301,JSS,West,freetown city council,1,United Christian Church Junior Secondary School,Freetown,None,private
420103302,JSS,West,freetown city council,1,J.T Reffell French Friendship Jss,Freetown,076174292,private
420103303,JSS,West,freetown city council,1,D.T. Akibo Betts Junior Secondary School,Freetown,078225919,government
420103304,JSS,West,freetown city council,1,Tower Hill Municipal Jss,Freetown,076629315,government
420103401,SSS,West,freetown city council,1,United Christian Church S.S.S.,Freetown,None,private
420103402,SSS,West,freetown city council,1,National Pentecostal S.S.S.,Freetown,76653193,mission
420104101,Preschool,West,freetown city council,1,Sawpit Community Pre School,Freetown,76352501,community
420104201,Primary,West,freetown city council,1,Bathurst Street Infant'S School,Freetown,33432821,mission
420104202,Primary,West,freetown city council,1,Cathedral Boys Primary School,Freetown,76600601,mission
420104203,Primary,West,freetown city council,1,Cathedral Girls 1 Primary School,Freetown,76679392,mission
420104204,Primary,West,freetown city council,1,Cathedral Girls Primary Ii,Freetown,33442476,mission
420104205,Primary,West,freetown city council,1,Cathedral Infants,Freetown,088941009,mission
420104206,Primary,West,freetown city council,1,Sawpit Community Primary School,10 Malama Thomas Street,76352501,community
420104207,Primary,West,freetown city council,1,Thomas Peters Municipal Primary School,30 Percival Street,025305750,government
420104208,Primary,West,freetown city council,1,Methodist City Mission,Freetown,088211603,mission
420104209,Primary,West,freetown city council,1,Planting Promise Int. Primary School,null,078906815,private
420201101,Preschool,West,freetown city council,2,Big Wharf Women Nursery School,Freetown,076780946,private
420201102,Preschool,West,freetown city council,2,Cee Bee Jay Nursery School,null,077875539,private
420201103,Preschool,West,freetown city council,2,Regent Square Pre-School,null,076465988,mission
420201104,Preschool,West,freetown city council,2,Passionate Preparatory School,null,077380273,private
420201201,Primary,West,freetown city council,2,James E. Howell,Freetown,088674302,private
420201202,Primary,West,freetown city council,2,Cee Bee Jay Nursery And Preparatory School,null,077875539,private
420201203,Primary,West,freetown city council,2,Bigwharf Women'S Nursey Primary School,null,076780946,private
420202102,Preschool,West,freetown city council,2,Tiny Tots Nursery And Pre School,Freetown,76360860,private
420202103,Preschool,West,freetown city council,2,Genocman Pre-School,Freetown,076668940,private
420202104,Preschool,West,freetown city council,2,Sybanclair Pre And Elementary School,Freetown,076611693,private
420202105,Preschool,West,freetown city council,2,Royal Cambridge International High School,null,099274473,private
420202201,Primary,West,freetown city council,2,Tiny Tot Day Care Nursery And Preparatory School,Freetown,76844214,private
420202203,Primary,West,freetown city council,2,Regent Square Municipal Infants Primary School,Freetown,076465988,government
